日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-07-21,全球,1,0,02513,智谱,人工智能,1219.0,36.89,328.5,144.76,5675.95,5.48
2026-07-21,全球,2,0,SH688498,源杰科技,半导体,1510.0,7.59,106.58,133.0,1879.96,8.08
2026-07-21,全球,3,0,SZ001309,德明利,消费电子,508.0,5.2,25.11,188.35,1152.38,24.62
2026-07-21,全球,4,0,SH603986,兆易创新,半导体,475.53,10.0,43.23,330.88,3337.01,11.13
2026-07-21,全球,5,0,SZ300308,中际旭创,光模块,1136.55,13.2,132.55,513.02,12675.2,4.33
2026-07-21,全球,6,0,SZ002384,东山精密,消费电子,231.0,6.09,13.27,327.06,4231.01,11.01
2026-07-21,全球,7,0,SZ000938,紫光股份,IT设备,41.46,10.0,3.77,193.06,1185.79,17.58
2026-07-21,全球,8,0,SZ300502,新易盛,光模块,551.77,8.19,41.77,398.83,7693.09,6.04
2026-07-21,全球,9,2,SH688008,澜起科技,半导体,219.6,15.62,29.66,188.11,2680.3,8.12
2026-07-21,沪深,1,0,SH688498,源杰科技,半导体,1510.0,7.59,106.58,133.0,1879.96,8.08
2026-07-21,沪深,2,0,SZ001309,德明利,消费电子,508.0,5.2,25.11,188.35,1152.38,24.62
2026-07-21,沪深,3,0,SH603986,兆易创新,半导体,475.53,10.0,43.23,330.88,3337.01,11.13
2026-07-21,沪深,4,0,SZ300308,中际旭创,光模块,1136.55,13.2,132.55,513.02,12675.2,4.33
2026-07-21,沪深,5,0,SZ002384,东山精密,消费电子,231.0,6.09,13.27,327.06,4231.01,11.01
2026-07-21,沪深,6,0,SZ000938,紫光股份,IT设备,41.46,10.0,3.77,193.06,1185.79,17.58
2026-07-21,沪深,7,0,SZ300502,新易盛,光模块,551.77,8.19,41.77,398.83,7693.09,6.04
2026-07-21,沪深,8,2,SH688008,澜起科技,半导体,219.6,15.62,29.66,188.11,2680.3,8.12
2026-07-21,沪深,9,0,SZ000725,京东方A,面板,6.31,8.98,0.52,192.69,2337.5,9.05
2026-07-21,港股,1,-1,MU,美光科技,半导体,865.46,1.9448,16.51,331.71,9774.45,3.34
2026-07-21,港股,2,1,SKHY,SK海力士,半导体,151.16,-1.8633,-2.87,59.28,11017.53,0.52
2026-07-21,港股,3,0,SNDK,闪迪,半导体,1390.95,2.6668,36.13,177.79,2059.85,8.49
2026-07-21,港股,4,0,LITE,Lumentum控股,光通信,765.55,4.4663,32.73,34.61,595.6,5.69
2026-07-21,港股,5,-9,MRVL,迈威尔科技,半导体,194.94,3.3178,6.26,49.31,1707.22,2.86
2026-07-21,港股,6,-1,TSM,台积电,半导体,402.3,0.9865,3.93,47.09,20865.18,0.22
2026-07-21,港股,7,-2,SPCX,SpaceX,航空航天,119.85,-3.339,-4.14,69.95,15771.3,0.44
2026-07-21,港股,8,3,BABA,阿里巴巴,互联网,120.34,4.6708,5.37,17.74,2884.4,0.62
2026-07-21,港股,9,-4,NVDA,英伟达,半导体,203.28,0.2317,0.47,181.47,49193.76,0.37
2026-07-21,美股,1,0,02513,智谱,人工智能,1219.0,36.89,328.5,144.76,5675.95,5.48
2026-07-21,美股,2,-1,00700,腾讯控股,互联网,474.0,-0.8,-3.8,101.73,43098.53,0.23
2026-07-21,美股,3,-1,09992,泡泡玛特,消费,163.2,-0.49,-0.8,17.22,2173.46,0.8
2026-07-21,美股,4,2,06809,澜起科技,半导体,309.0,17.05,45.0,23.5,3771.46,10.83
2026-07-21,美股,5,-1,01810,小米集团-W,消费电子,27.42,-1.15,-0.32,43.75,7085.47,0.74
2026-07-21,美股,6,0,09988,阿里巴巴-W,互联网,117.0,0.17,0.2,115.99,22436.53,0.51
2026-07-21,美股,7,-3,03986,兆易创新,半导体,614.0,15.09,80.5,50.95,4308.71,26.27
2026-07-21,美股,8,-2,00981,中芯国际,半导体,75.5,8.24,5.75,133.97,6463.41,3.01
2026-07-21,美股,9,-4,01347,华虹宏力,半导体,168.5,17.91,25.6,115.9,2928.07,5.48
