日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-08-14,全球,1,0,SH600487,亨通光电,光通信,62.98,10.01,5.73,191.97,1553.33,12.97
2026-08-14,全球,2,0,SZ300017,网宿科技,IDC,17.33,20.01,2.89,76.62,432.5,20.3
2026-08-14,全球,3,0,SH688825,长鑫科技,半导体,55.18,4.35,2.3,198.62,36904.87,8.04
2026-08-14,全球,4,0,SZ300209,行云科技,物联网,38.93,10.13,3.58,66.99,361.52,24.37
2026-08-14,全球,5,0,00700,腾讯控股,互联网,440.0,-0.23,-1.0,134.98,40053.6,0.34
2026-08-14,全球,6,0,SH603629,利通电子,消费电子,137.5,10.0,12.5,88.7,504.25,18.83
2026-08-14,全球,7,1,SH600519,贵州茅台,白酒,1341.99,-0.98,-13.3,40.24,16775.97,0.24
2026-08-14,全球,8,-1,SZ300308,中际旭创,光模块,943.0,2.38,21.96,186.91,11030.6,1.8
2026-08-14,全球,9,0,SH603986,兆易创新,半导体,417.48,3.21,12.98,196.99,2929.65,7.11
2026-08-14,沪深,1,0,SH600487,亨通光电,光通信,62.98,10.01,5.73,191.97,1553.33,12.97
2026-08-14,沪深,2,0,SZ300017,网宿科技,IDC,17.33,20.01,2.89,76.62,432.5,20.3
2026-08-14,沪深,3,0,SH688825,长鑫科技,半导体,55.18,4.35,2.3,198.62,36904.87,8.04
2026-08-14,沪深,4,0,SZ300209,行云科技,物联网,38.93,10.13,3.58,66.99,361.52,24.37
2026-08-14,沪深,5,0,SH603629,利通电子,消费电子,137.5,10.0,12.5,88.7,504.25,18.83
2026-08-14,沪深,6,1,SH600519,贵州茅台,白酒,1341.99,-0.98,-13.3,40.24,16775.97,0.24
2026-08-14,沪深,7,-1,SZ300308,中际旭创,光模块,943.0,2.38,21.96,186.91,11030.6,1.8
2026-08-14,沪深,8,0,SH603986,兆易创新,半导体,417.48,3.21,12.98,196.99,2929.65,7.11
2026-08-14,沪深,9,0,SZ000630,铜陵有色,有色金属,6.5,1.25,0.08,13.38,871.62,1.86
2026-08-14,港股,1,1,SNDK,闪迪,半导体,1528.11,13.6741,183.82,331.05,2276.88,14.83
2026-08-14,港股,2,2,SKHY,SK海力士,半导体,165.67,7.2923,11.26,53.15,12075.11,0.45
2026-08-14,港股,3,0,MU,美光科技,半导体,949.83,4.2292,38.54,349.79,10727.31,3.25
2026-08-14,港股,4,4,NVDA,英伟达,半导体,225.3,0.54,1.21,222.81,54522.6,0.41
2026-08-14,港股,5,9,LITE,Lumentum控股,光通信,880.41,-5.583,-52.06,42.43,780.04,5.24
2026-08-14,港股,6,-2,PDD,拼多多,电商,84.17,-5.4641,-4.865,7.45,1198.07,0.61
2026-08-14,港股,7,3,SMMT,Summit Therapeutics,医药,14.0,-7.2848,-1.1,0.95,111.68,0.82
2026-08-14,港股,8,7,BABA,阿里巴巴,电商,122.16,-2.4437,-3.06,14.19,2928.02,0.48
2026-08-14,港股,9,12,NBIS,Nebius Group,人工智能,255.04,-1.6049,-4.16,94.57,693.34,13.33
2026-08-14,美股,1,0,00700,腾讯控股,互联网,440.0,-0.23,-1.0,134.98,40053.6,0.34
2026-08-14,美股,2,-1,02513,智谱,人工智能,1270.0,-3.57,-47.0,149.91,5913.41,4.72
2026-08-14,美股,3,0,09926,康方生物,医药,96.0,-7.34,-7.6,11.75,884.3,1.3
2026-08-14,美股,4,1,09992,泡泡玛特,潮玩,154.1,-0.06,-0.1,8.36,2052.27,0.41
2026-08-14,美股,5,-1,00981,中芯国际,半导体,70.8,4.81,3.25,120.61,6061.23,2.83
2026-08-14,美股,6,0,00100,MINIMAX-W,人工智能,329.0,-12.69,-47.8,114.58,1148.98,12.23
2026-08-14,美股,7,0,02556,迈富时,其他,56.0,15.23,7.4,14.33,149.93,9.94
2026-08-14,美股,8,0,09618,京东集团-SW,电商,110.2,-10.41,-12.8,41.78,3105.76,1.51
2026-08-14,美股,9,1,09988,阿里巴巴-W,电商,119.9,-1.64,-2.0,68.06,22990.81,0.3
