日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-06-30,全球,1,0,SZ000725,京东方A,面板显示,8.68,9.18,0.73,445.57,3215.45,14.67
2026-06-30,全球,2,0,SH603986,兆易创新,半导体,815.0,-2.98,-25.0,363.99,5719.26,6.73
2026-06-30,全球,3,0,SZ000636,风华高科,电子元件,72.24,-10.0,-8.03,32.31,835.83,3.87
2026-06-30,全球,4,0,SZ300476,胜宏科技,PCB,346.43,9.85,31.06,199.16,3404.66,6.73
2026-06-30,全球,5,0,00700,腾讯控股,互联网,429.8,2.28,9.6,166.88,39147.41,0.43
2026-06-30,全球,6,0,SH688146,中船特气,电子气体,349.99,-5.41,-20.01,53.6,1852.89,10.58
2026-06-30,全球,7,0,SZ002738,中矿资源,锂矿,58.99,9.99,5.36,21.7,425.61,5.28
2026-06-30,全球,8,0,09992,泡泡玛特,潮玩,154.7,-2.4,-3.8,23.52,2060.18,1.14
2026-06-30,全球,9,0,SZ002409,雅克科技,半导体材料,224.5,8.21,17.04,97.13,1068.46,14.04
2026-06-30,沪深,1,0,SZ000725,京东方A,面板显示,8.68,9.18,0.73,445.57,3215.45,14.67
2026-06-30,沪深,2,0,SH603986,兆易创新,半导体,815.0,-2.98,-25.0,363.99,5719.26,6.73
2026-06-30,沪深,3,0,SZ000636,风华高科,电子元件,72.24,-10.0,-8.03,32.31,835.83,3.87
2026-06-30,沪深,4,0,SZ300476,胜宏科技,PCB,346.43,9.85,31.06,199.16,3404.66,6.73
2026-06-30,沪深,5,0,SH688146,中船特气,电子气体,349.99,-5.41,-20.01,53.6,1852.89,10.58
2026-06-30,沪深,6,0,SZ002738,中矿资源,锂矿,58.99,9.99,5.36,21.7,425.61,5.28
2026-06-30,沪深,7,0,SZ002409,雅克科技,半导体材料,224.5,8.21,17.04,97.13,1068.46,14.04
2026-06-30,沪深,8,0,SH600036,招商银行,银行,35.5,-2.53,-0.92,39.2,8953.05,0.53
2026-06-30,沪深,9,0,SH600584,长电科技,半导体,103.55,0.29,0.3,231.8,1852.94,12.77
2026-06-30,港股,1,2,MU,美光科技,半导体,1145.28,1.1437,12.95,667.55,12934.71,5.37
2026-06-30,港股,2,0,GLW,康宁,玻璃材料,255.69,15.6707,34.64,59.12,2200.56,2.82
2026-06-30,港股,3,4,SNDK,闪迪,半导体,2050.39,-1.9285,-40.32,224.12,3036.42,7.6
2026-06-30,港股,4,0,SPCX,SpaceX,航天,164.19,7.1526,10.96,129.88,21606.09,0.62
2026-06-30,港股,5,-5,NVDA,英伟达,半导体,194.97,1.2673,2.44,289.03,47182.74,0.62
2026-06-30,港股,6,-1,BABA,阿里巴巴,互联网,95.51,0.7383,0.7,20.04,2292.49,0.88
2026-06-30,港股,7,0,TSLA,特斯拉,新能源汽车,411.84,8.4617,32.13,232.07,15467.57,1.53
2026-06-30,港股,8,-5,PDD,拼多多,互联网,76.54,-0.0131,-0.01,5.16,1089.47,0.47
2026-06-30,港股,9,8,STM,意法半导体,半导体,74.79,4.7186,3.37,7.31,664.73,1.13
2026-06-30,美股,1,0,00700,腾讯控股,互联网,429.8,2.28,9.6,166.88,39147.41,0.43
2026-06-30,美股,2,-1,09992,泡泡玛特,潮玩,154.7,-2.4,-3.8,23.52,2060.18,1.14
2026-06-30,美股,3,0,01810,小米集团-W,消费电子,21.64,-1.01,-0.22,37.63,5579.89,0.81
2026-06-30,美股,4,-1,09880,优必选,机器人,102.8,7.48,7.15,27.44,517.5,5.98
2026-06-30,美股,5,-4,00883,中国海洋石油,石油,20.32,-3.61,-0.76,19.07,9658.09,0.21
2026-06-30,美股,6,4,03690,美团-W,互联网,68.5,1.26,0.85,44.58,4229.71,1.16
2026-06-30,美股,7,-3,09988,阿里巴巴-W,互联网,92.85,-0.16,-0.15,83.43,17832.84,0.47
2026-06-30,美股,8,1,09926,康方生物,医药,88.05,-3.93,-3.6,11.97,811.07,1.46
2026-06-30,美股,9,0,00981,中芯国际,半导体,89.4,5.42,4.6,157.68,7653.3,2.94
