日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-07-13,全球,1,0,SH600487,亨通光电,光纤光缆,70.01,-10.0,-7.78,115.9,1726.72,6.53
2026-07-13,全球,2,0,SZ002463,沪电股份,PCB,124.66,-3.69,-4.78,67.19,2398.91,2.74
2026-07-13,全球,3,0,SH603986,兆易创新,半导体,550.8,-10.0,-61.2,377.37,3865.21,9.92
2026-07-13,全球,4,0,07709,XL二南方海力士,半导体,59.9,-33.0,-29.5,201.9,467.22,39.09
2026-07-13,全球,5,0,SZ002185,华天科技,半导体封测,24.13,-4.66,-1.18,207.71,801.94,24.55
2026-07-13,全球,6,0,SZ300308,中际旭创,光模块,1108.0,1.28,14.02,383.91,12356.8,3.1
2026-07-13,全球,7,0,SKHY,SK海力士,半导体,149.0,,,,10860.1,
2026-07-13,全球,8,0,SZ000725,京东方A,面板,6.83,-10.01,-0.76,223.95,2530.13,8.98
2026-07-13,全球,9,0,SH601127,赛力斯,新能源汽车,53.91,-10.0,-5.99,25.25,939.1,2.96
2026-07-13,沪深,1,0,SH600487,亨通光电,光纤光缆,70.01,-10.0,-7.78,115.9,1726.72,6.53
2026-07-13,沪深,2,0,SZ002463,沪电股份,PCB,124.66,-3.69,-4.78,67.19,2398.91,2.74
2026-07-13,沪深,3,0,SH603986,兆易创新,半导体,550.8,-10.0,-61.2,377.37,3865.21,9.92
2026-07-13,沪深,4,0,SZ002185,华天科技,半导体封测,24.13,-4.66,-1.18,207.71,801.94,24.55
2026-07-13,沪深,5,0,SZ300308,中际旭创,光模块,1108.0,1.28,14.02,383.91,12356.8,3.1
2026-07-13,沪深,6,0,SZ000725,京东方A,面板,6.83,-10.01,-0.76,223.95,2530.13,8.98
2026-07-13,沪深,7,0,SH601127,赛力斯,新能源汽车,53.91,-10.0,-5.99,25.25,939.1,2.96
2026-07-13,沪深,8,0,SZ002384,东山精密,消费电子,236.7,-2.31,-5.6,227.08,4335.42,6.77
2026-07-13,沪深,9,0,SH600150,中国船舶,船舶,34.21,-7.64,-2.83,74.79,2574.52,2.88
2026-07-13,港股,1,0,SKHY,SK海力士,半导体,149.0,,,,10860.1,
2026-07-13,港股,2,1,MU,美光科技,半导体,979.3,-1.2444,-12.34,310.69,11060.15,2.81
2026-07-13,港股,3,5,META,Meta,互联网,669.21,5.9749,37.73,271.32,16987.38,1.6
2026-07-13,港股,4,-2,NVDA,英伟达,半导体,210.96,4.0339,8.18,309.64,51052.32,0.61
2026-07-13,港股,5,-1,SNDK,闪迪,半导体,1915.92,3.1023,57.65,207.84,2837.28,7.44
2026-07-13,港股,6,4,SPCX,SpaceX,航天,145.3,-4.5084,-6.86,69.16,19120.32,0.36
2026-07-13,港股,7,-2,TSM,台积电,半导体,434.11,-0.6522,-2.85,41.74,22515.0,0.19
2026-07-13,港股,8,-1,GLW,康宁,光纤光缆,190.89,-0.7745,-1.49,10.17,1642.87,0.62
2026-07-13,港股,9,0,BABA,阿里巴巴,互联网,112.33,1.0707,1.19,18.32,2692.41,0.67
2026-07-13,美股,1,0,07709,XL二南方海力士,半导体,59.9,-33.0,-29.5,201.9,467.22,39.09
2026-07-13,美股,2,0,09992,泡泡玛特,潮玩,153.5,1.86,2.8,19.29,2044.2,0.94
2026-07-13,美股,3,-3,00148,建滔集团,PCB,59.4,-19.18,-14.1,43.5,666.34,6.18
2026-07-13,美股,4,3,02513,智谱,人工智能,1645.0,0.3,5.0,149.8,7334.12,3.97
2026-07-13,美股,5,0,03986,兆易创新,半导体,629.0,-15.29,-113.5,56.77,4413.98,26.02
2026-07-13,美股,6,0,01888,建滔积层板,PCB,51.05,-18.71,-11.75,84.58,1608.82,4.94
2026-07-13,美股,7,-1,00700,腾讯控股,互联网,457.6,-0.56,-2.6,112.5,41607.35,0.27
2026-07-13,美股,8,0,01810,小米集团-W,消费电子,25.84,0.0,0.0,53.91,6662.94,0.97
2026-07-13,美股,9,-3,00100,MINIMAX-W,人工智能,222.6,-17.13,-46.0,23.89,698.15,4.49
