日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-08-06,全球,1,0,SNDK,闪迪,半导体,1350.5,-5.402,-77.12,224.93,1999.95,11.05
2026-08-06,全球,2,0,SH600584,长电科技,半导体,75.87,10.0,6.9,172.6,1357.63,13.18
2026-08-06,全球,3,0,SZ300308,中际旭创,光模块,955.0,0.77,7.26,397.67,11170.97,3.81
2026-08-06,全球,4,0,SZ002407,多氟多,锂电材料,36.09,10.0,3.28,76.08,429.63,20.73
2026-08-06,全球,5,2,09992,泡泡玛特,消费零售,157.3,-2.54,-4.1,30.38,2094.89,1.46
2026-08-06,全球,6,0,SH688825,长鑫科技,半导体,51.96,-4.31,-2.34,291.52,34751.31,12.45
2026-08-06,全球,7,-2,SH688702,盛科通信-U,半导体,390.02,11.29,39.58,49.78,1599.08,6.53
2026-08-06,全球,8,0,SH603986,兆易创新,半导体,385.0,-0.11,-0.44,233.96,2701.72,9.25
2026-08-06,全球,9,0,SKHY,SK海力士,半导体,151.03,-2.17,-3.35,30.39,11008.06,0.27
2026-08-06,沪深,1,0,SH600584,长电科技,半导体,75.87,10.0,6.9,172.6,1357.63,13.18
2026-08-06,沪深,2,0,SZ300308,中际旭创,光模块,955.0,0.77,7.26,397.67,11170.97,3.81
2026-08-06,沪深,3,0,SZ002407,多氟多,锂电材料,36.09,10.0,3.28,76.08,429.63,20.73
2026-08-06,沪深,4,0,SH688825,长鑫科技,半导体,51.96,-4.31,-2.34,291.52,34751.31,12.45
2026-08-06,沪深,5,-2,SH688702,盛科通信-U,半导体,390.02,11.29,39.58,49.78,1599.08,6.53
2026-08-06,沪深,6,0,SH603986,兆易创新,半导体,385.0,-0.11,-0.44,233.96,2701.72,9.25
2026-08-06,沪深,7,0,SH603259,药明康德,医药,142.7,-3.25,-4.8,111.98,4257.82,3.13
2026-08-06,沪深,8,0,SH601899,紫金矿业,矿业,34.5,1.17,0.4,140.64,9173.8,1.95
2026-08-06,沪深,9,0,SZ002428,云南锗业,稀有金属,90.98,10.0,8.27,70.63,594.21,11.97
2026-08-06,港股,1,0,SNDK,闪迪,半导体,1350.5,-5.402,-77.12,224.93,1999.95,11.05
2026-08-06,港股,2,0,SKHY,SK海力士,半导体,151.03,-2.17,-3.35,30.39,11008.06,0.27
2026-08-06,港股,3,-1,MU,美光科技,半导体,893.19,0.0583,0.52,315.54,10087.63,3.07
2026-08-06,港股,4,0,WDC,西部数据,半导体,519.17,-5.3577,-29.39,51.0,1789.49,2.79
2026-08-06,港股,5,-2,NVDA,英伟达,半导体,219.22,3.4349,7.28,348.23,53051.24,0.65
2026-08-06,港股,6,-8,SPCX,SpaceX,航空航天,108.27,-13.6121,-17.06,233.02,14271.91,1.58
2026-08-06,港股,7,-1,APP,Applovin,互联网,417.8,-0.4527,-1.9,43.36,1398.17,3.23
2026-08-06,港股,8,1,LITE,Lumentum控股,光通信,826.26,-2.7323,-23.21,28.93,642.83,4.4
2026-08-06,港股,9,-3,BABA,阿里巴巴,互联网,128.53,-0.3566,-0.46,12.34,3080.7,0.4
2026-08-06,美股,1,2,09992,泡泡玛特,消费零售,157.3,-2.54,-4.1,30.38,2094.89,1.46
2026-08-06,美股,2,-3,00700,腾讯控股,互联网,479.2,-2.64,-13.0,105.12,43571.34,0.24
2026-08-06,美股,3,4,03308,中际旭创,光模块,1151.0,3.14,35.0,28.32,13463.65,4.51
2026-08-06,美股,4,-8,01810,小米集团-W,消费电子,26.86,-2.82,-0.78,54.05,6941.2,0.93
2026-08-06,美股,5,-1,07709,XL二南方海力士,半导体,31.5,-19.11,-7.44,78.09,300.51,25.11
2026-08-06,美股,6,-1,02513,智谱,人工智能,1087.0,4.42,46.0,58.0,5061.32,2.21
2026-08-06,美股,7,-6,09988,阿里巴巴-W,互联网,124.4,-2.89,-3.7,83.65,23855.59,0.35
2026-08-06,美股,8,0,00100,MINIMAX-W,人工智能,297.2,17.1,43.4,85.95,1037.93,11.0
2026-08-06,美股,9,-9,02400,心动公司,互联网,44.36,-6.18,-2.92,1.49,217.06,0.67
