日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-07-23,全球,1,0,01919,中远海控,航运,15.65,1.16,0.18,2.54,2389.46,0.6
2026-07-23,全球,2,0,SZ002384,东山精密,消费电子,206.65,-4.99,-10.85,259.23,3785.02,8.88
2026-07-23,全球,3,0,SZ001309,德明利,其他,435.0,-4.86,-22.2,116.99,986.78,15.87
2026-07-23,全球,4,0,SZ300308,中际旭创,光通信,1072.52,1.1,11.72,295.58,11961.11,2.46
2026-07-23,全球,5,0,SH603986,兆易创新,半导体,451.96,-3.84,-18.04,216.7,3171.61,7.05
2026-07-23,全球,6,0,SZ000938,紫光股份,IT服务,42.45,-5.46,-2.45,226.6,1214.1,18.24
2026-07-23,全球,7,1,SKHY,SK海力士,半导体,165.27,-3.8793,-6.67,45.14,12045.96,0.37
2026-07-23,全球,8,-1,00700,腾讯控股,互联网,445.2,1.04,4.6,102.01,40479.88,0.25
2026-07-23,全球,9,0,SH688825,长鑫科技,半导体,,,,,,
2026-07-23,沪深,1,0,SZ002384,东山精密,消费电子,206.65,-4.99,-10.85,259.23,3785.02,8.88
2026-07-23,沪深,2,0,SZ001309,德明利,其他,435.0,-4.86,-22.2,116.99,986.78,15.87
2026-07-23,沪深,3,0,SZ300308,中际旭创,光通信,1072.52,1.1,11.72,295.58,11961.11,2.46
2026-07-23,沪深,4,0,SH603986,兆易创新,半导体,451.96,-3.84,-18.04,216.7,3171.61,7.05
2026-07-23,沪深,5,0,SZ000938,紫光股份,IT服务,42.45,-5.46,-2.45,226.6,1214.1,18.24
2026-07-23,沪深,6,0,SH688825,长鑫科技,半导体,,,,,,
2026-07-23,沪深,7,0,SZ002460,赣锋锂业,锂电材料,51.19,7.93,3.76,42.62,1073.3,7.03
2026-07-23,沪深,8,0,SH601919,中远海控,航运,15.27,0.86,0.13,15.07,2331.44,0.79
2026-07-23,沪深,9,1,SZ300750,宁德时代,新能源汽车,385.99,3.69,13.73,136.1,17858.41,0.84
2026-07-23,港股,1,1,SKHY,SK海力士,半导体,165.27,-3.8793,-6.67,45.14,12045.96,0.37
2026-07-23,港股,2,0,MU,美光科技,半导体,959.48,-1.1681,-11.34,305.03,10836.3,2.8
2026-07-23,港股,3,-2,GOOGL,谷歌A,互联网,342.09,-1.4576,-5.06,134.84,41837.61,0.32
2026-07-23,港股,4,1,TSLA,特斯拉,新能源汽车,374.01,-1.2984,-4.92,114.44,14046.78,0.82
2026-07-23,港股,5,1,SPCX,SpaceX,航天,115.26,-6.7023,-8.28,110.55,15167.29,0.7
2026-07-23,港股,6,2,NVDA,英伟达,半导体,212.06,2.3011,4.77,292.15,51318.52,0.57
2026-07-23,港股,7,-1,GOOG,谷歌C,互联网,341.91,-1.2363,-4.28,79.87,41815.59,0.19
2026-07-23,港股,8,0,SNDK,闪迪,半导体,1599.27,0.621,9.87,167.31,2368.36,7.12
2026-07-23,港股,9,-4,LITE,Lumentum控股,光通信,829.7,-0.9384,-7.86,32.32,645.51,4.98
2026-07-23,美股,1,0,01919,中远海控,航运,15.65,1.16,0.18,2.54,2389.46,0.6
2026-07-23,美股,2,-1,00700,腾讯控股,互联网,445.2,1.04,4.6,102.01,40479.88,0.25
2026-07-23,美股,3,0,09992,泡泡玛特,消费,162.0,1.69,2.7,11.77,2157.48,0.54
2026-07-23,美股,4,2,02513,智谱,人工智能,1171.0,-0.34,-4.0,64.05,5452.45,2.26
2026-07-23,美股,5,0,01810,小米集团-W,消费电子,27.14,1.72,0.46,23.42,7013.13,0.41
2026-07-23,美股,6,0,03986,兆易创新,半导体,559.5,-4.2,-24.5,20.98,3926.26,10.92
2026-07-23,美股,7,1,09988,阿里巴巴-W,互联网,114.9,1.14,1.3,59.52,22033.82,0.27
2026-07-23,美股,8,0,03690,美团-W,互联网,87.3,4.36,3.65,55.16,5390.57,1.13
2026-07-23,美股,9,-1,09926,康方生物,医药,102.8,3.94,3.9,12.47,946.94,1.31
