日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-08-21,全球,1,0,SH688836,C宇树-W,机器人,672.41,-2.12,-14.59,51.39,2719.66,25.28
2026-08-21,全球,2,0,09992,泡泡玛特,消费品,149.1,-2.99,-4.6,62.82,1984.35,3.24
2026-08-21,全球,3,0,SZ300308,中际旭创,光模块,943.0,4.29,38.8,266.86,11030.6,2.59
2026-08-21,全球,4,0,SH601919,中远海控,航运,17.01,2.22,0.37,18.99,2597.11,0.89
2026-08-21,全球,5,0,SZ300502,新易盛,光模块,442.0,6.76,27.98,207.93,6162.61,3.81
2026-08-21,全球,6,0,SH601899,XD紫金矿,矿业,34.74,2.69,0.91,103.39,9237.61,1.46
2026-08-21,全球,7,1,02513,智谱,人工智能,1113.0,8.8,90.0,91.2,5182.38,3.54
2026-08-21,全球,8,-1,SH603259,药明康德,医药外包,162.86,-3.0,-5.04,93.85,4859.35,2.31
2026-08-21,全球,9,0,SH600664,哈药股份,医药,8.17,-10.02,-0.91,36.8,205.76,17.81
2026-08-21,沪深,1,0,SH688836,C宇树-W,机器人,672.41,-2.12,-14.59,51.39,2719.66,25.28
2026-08-21,沪深,2,0,SZ300308,中际旭创,光模块,943.0,4.29,38.8,266.86,11030.6,2.59
2026-08-21,沪深,3,0,SH601919,中远海控,航运,17.01,2.22,0.37,18.99,2597.11,0.89
2026-08-21,沪深,4,0,SZ300502,新易盛,光模块,442.0,6.76,27.98,207.93,6162.61,3.81
2026-08-21,沪深,5,0,SH601899,XD紫金矿,矿业,34.74,2.69,0.91,103.39,9237.61,1.46
2026-08-21,沪深,6,-1,SH603259,药明康德,医药外包,162.86,-3.0,-5.04,93.85,4859.35,2.31
2026-08-21,沪深,7,0,SH600664,哈药股份,医药,8.17,-10.02,-0.91,36.8,205.76,17.81
2026-08-21,沪深,8,0,SZ001309,德明利,电子元件,415.12,4.28,17.02,62.08,941.67,9.22
2026-08-21,沪深,9,1,SH603986,兆易创新,半导体,409.06,1.38,5.56,138.68,2870.56,5.1
2026-08-21,港股,1,11,MRNA,Moderna,生物医药,133.32,-23.5463,-41.06,138.94,532.26,24.92
2026-08-21,港股,2,15,BABA,阿里巴巴,互联网,130.53,1.2645,1.63,35.61,3128.64,1.17
2026-08-21,港股,3,15,SKHY,SK海力士,半导体,163.08,4.4314,6.92,35.35,11886.34,0.3
2026-08-21,港股,4,3,MU,美光科技,半导体,974.33,3.9723,37.225,241.29,11004.02,2.23
2026-08-21,港股,5,81,NVDA,英伟达,半导体,216.85,-0.3263,-0.71,200.79,52477.7,0.38
2026-08-21,港股,6,35,SPCX,SpaceX,航天,134.0,-4.0458,-5.65,159.59,17663.59,0.91
2026-08-21,港股,7,61,PDD,拼多多,互联网,89.52,-0.7539,-0.68,4.84,1274.22,0.38
2026-08-21,港股,8,10,MRVL,迈威尔科技,半导体,251.01,5.7909,13.74,71.47,2198.26,3.34
2026-08-21,港股,9,59,SNDK,闪迪,半导体,1600.62,2.0237,31.75,182.71,2343.61,7.83
2026-08-21,美股,1,0,09992,泡泡玛特,消费品,149.0,-3.06,-4.7,62.83,1984.35,3.24
2026-08-21,美股,2,1,02513,智谱,人工智能,1112.0,8.7,89.0,91.21,5177.73,3.54
2026-08-21,美股,3,0,00700,腾讯控股,互联网,456.0,1.02,4.6,89.68,41510.25,0.22
2026-08-21,美股,4,0,09988,阿里巴巴-W,互联网,122.8,-2.69,-3.4,170.4,23566.06,0.71
2026-08-21,美股,5,0,01810,小米集团-W,消费电子,29.04,4.61,1.28,48.27,7480.28,0.79
2026-08-21,美股,6,2,00100,MINIMAX-W,人工智能,346.6,11.66,36.2,61.97,1211.85,6.84
2026-08-21,美股,7,4,01919,中远海控,航运,17.9,5.11,0.87,8.58,2731.47,1.79
2026-08-21,美股,8,6,01024,快手-W,互联网,34.4,2.26,0.76,29.65,1487.52,2.38
2026-08-21,美股,9,10,09899,网易云音乐,互联网,94.9,-15.72,-17.7,3.69,199.61,1.87
