日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-09-14,全球,1,0,SZ300308,中际旭创,光模块,891.85,-3.69,-34.15,136.94,10505.89,1.4
2026-09-14,全球,2,0,SZ000636,风华高科,电子元器件,59.83,6.86,3.84,88.57,686.54,13.25
2026-09-14,全球,3,0,SH601872,招商轮船,航运,20.58,2.9,0.58,26.36,1660.93,1.56
2026-09-14,全球,4,0,02513,智谱,人工智能,738.0,-6.94,-55.0,35.66,3436.3,2.01
2026-09-14,全球,5,0,SH688836,宇树科技-W,机器人,473.23,-0.82,-3.89,5.53,1916.72,3.9
2026-09-14,全球,6,0,SZ300750,宁德时代,新能源电池,341.77,3.41,11.26,47.4,15813.52,0.33
2026-09-14,全球,7,0,09926,康方生物,医药,94.65,4.82,4.35,7.51,872.32,0.88
2026-09-14,全球,8,0,SZ000978,桂林旅游,旅游,10.62,7.6,0.75,13.94,49.72,27.85
2026-09-14,全球,9,1,SH601899,紫金矿业,矿业,32.47,0.65,0.21,26.88,8636.66,0.41
2026-09-14,沪深,1,0,SZ300308,中际旭创,光模块,891.91,-3.68,-34.09,136.96,10504.95,1.4
2026-09-14,沪深,2,0,SZ000636,风华高科,电子元器件,59.83,6.86,3.84,88.59,686.54,13.25
2026-09-14,沪深,3,0,SH601872,招商轮船,航运,20.58,2.9,0.58,26.37,1660.93,1.56
2026-09-14,沪深,4,0,SH688836,宇树科技-W,机器人,473.23,-0.82,-3.89,5.53,1916.72,3.9
2026-09-14,沪深,5,0,SZ300750,宁德时代,新能源电池,341.78,3.41,11.27,47.49,15808.89,0.33
2026-09-14,沪深,6,0,SZ000978,桂林旅游,旅游,10.62,7.6,0.75,13.94,49.62,27.85
2026-09-14,沪深,7,1,SH601899,紫金矿业,矿业,32.47,0.65,0.21,26.88,8636.66,0.41
2026-09-14,沪深,8,0,SH688825,长鑫科技,半导体,55.26,-2.59,-1.47,43.13,37505.96,1.74
2026-09-14,沪深,9,0,SZ000823,超声电子,电子元器件,22.63,10.01,2.06,24.02,134.64,18.59
2026-09-14,港股,1,-49,NVDA,英伟达,半导体,218.29,-0.0321,-0.07,195.51,52607.89,0.37
2026-09-14,港股,2,-32,SKHY,SK海力士,半导体,190.07,0.94,1.77,28.41,13853.55,0.2
2026-09-14,港股,3,-21,BABA,阿里巴巴,互联网,109.3,0.6817,0.74,6.51,2716.79,0.24
2026-09-14,港股,4,-13,SMMT,Summit Therapeutics,医药,17.55,3.2353,0.55,0.75,140.01,0.54
2026-09-14,港股,5,-82,SNDK,闪迪,半导体,1633.35,-3.5,-59.24,154.22,2391.53,6.4
2026-09-14,港股,6,30,PDD,拼多多,互联网,77.81,-0.0385,-0.03,5.5,1107.54,0.5
2026-09-14,港股,7,-24,DELL,戴尔科技,计算机硬件,567.29,11.9754,60.67,80.72,3606.9,2.28
2026-09-14,港股,8,-8,SPCX,SpaceX,航空航天,151.21,2.0448,3.03,118.2,19932.17,0.6
2026-09-14,港股,9,-103,MU,美光科技,半导体,975.26,-0.22,-2.15,212.57,11014.52,1.92
2026-09-14,美股,1,0,02513,智谱,人工智能,738.0,-6.94,-55.0,35.69,3438.63,2.02
2026-09-14,美股,2,0,09926,康方生物,医药,94.7,4.87,4.4,7.52,871.4,0.89
2026-09-14,美股,3,-1,09988,阿里巴巴-W,互联网,106.0,-1.4,-1.5,18.88,21038.32,0.09
2026-09-14,美股,4,0,00700,腾讯控股,互联网,431.0,0.61,2.6,19.33,39216.42,0.05
2026-09-14,美股,5,0,01810,小米集团-W,消费电子,27.08,2.73,0.72,12.05,6970.48,0.21
2026-09-14,美股,6,-2,00100,MINIMAX-W,人工智能,255.8,-5.26,-14.2,9.66,891.25,1.42
2026-09-14,美股,7,-2,07709,XL二南方海力士,半导体,38.76,-9.61,-4.12,19.31,312.76,6.27
2026-09-14,美股,8,1,09992,泡泡玛特,消费品,154.0,0.65,1.0,2.2,2050.94,0.11
2026-09-14,美股,9,-1,00883,中国海洋石油,石油,24.5,0.49,0.12,4.92,11644.84,0.05
