日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-08-04,全球,1,0,SZ300308,中际旭创,光模块,1021.99,13.24,119.49,497.9,11954.57,4.56
2026-08-04,全球,2,0,SH603259,药明康德,医药外包,141.35,10.0,12.85,105.03,4217.54,3.02
2026-08-04,全球,3,0,SH603986,兆易创新,半导体,356.02,4.48,15.28,221.66,2498.35,9.46
2026-08-04,全球,4,0,SH688808,联讯仪器,测试仪器,1948.8,20.0,324.8,41.27,2000.77,11.55
2026-08-04,全球,5,0,SH688825,长鑫科技,半导体,55.0,0.02,0.01,277.63,36784.49,11.29
2026-08-04,全球,6,0,SZ001232,N嘉立创,PCB,208.01,146.28,123.55,68.83,1155.62,75.23
2026-08-04,全球,7,0,SZ002384,东山精密,消费电子,179.09,10.0,16.28,153.29,3280.23,6.26
2026-08-04,全球,8,0,SZ300209,行云科技,物流科技,33.64,20.01,5.61,55.06,312.39,23.06
2026-08-04,全球,9,0,MU,美光科技,半导体,829.5,0.7861,6.47,346.34,9368.32,3.77
2026-08-04,沪深,1,0,SZ300308,中际旭创,光模块,1021.99,13.24,119.49,497.9,11954.57,4.56
2026-08-04,沪深,2,0,SH603259,药明康德,医药外包,141.35,10.0,12.85,105.03,4217.54,3.02
2026-08-04,沪深,3,0,SH603986,兆易创新,半导体,356.02,4.48,15.28,221.66,2498.35,9.46
2026-08-04,沪深,4,0,SH688808,联讯仪器,测试仪器,1948.8,20.0,324.8,41.27,2000.77,11.55
2026-08-04,沪深,5,0,SH688825,长鑫科技,半导体,55.0,0.02,0.01,277.63,36784.49,11.29
2026-08-04,沪深,6,0,SZ001232,N嘉立创,PCB,208.01,146.28,123.55,68.83,1155.62,75.23
2026-08-04,沪深,7,0,SZ002384,东山精密,消费电子,179.09,10.0,16.28,153.29,3280.23,6.26
2026-08-04,沪深,8,0,SZ300209,行云科技,物流科技,33.64,20.01,5.61,55.06,312.39,23.06
2026-08-04,沪深,9,3,SZ301171,易点天下,数字营销,37.6,16.26,5.26,45.81,232.56,25.77
2026-08-04,港股,1,0,MU,美光科技,半导体,829.5,0.7861,6.47,346.34,9368.32,3.77
2026-08-04,港股,2,2,PLTR,Palantir,大数据,125.65,2.1047,2.59,100.47,3012.22,3.22
2026-08-04,港股,3,-2,SNDK,闪迪,半导体,1288.03,6.0255,73.2,184.59,1907.44,9.97
2026-08-04,港股,4,0,SKHY,SK海力士,半导体,142.72,-0.7027,-1.01,41.47,10402.37,0.41
2026-08-04,港股,5,1,NVDA,英伟达,半导体,206.64,2.934,5.89,264.0,50006.88,0.53
2026-08-04,港股,6,-3,LITE,Lumentum控股,光通信,779.89,9.2375,65.95,31.6,606.75,5.4
2026-08-04,港股,7,8,BABA,阿里巴巴,互联网,127.3,4.1309,5.05,18.68,3051.22,0.61
2026-08-04,港股,8,0,SPCX,SpaceX,航天,114.53,5.6842,6.16,78.06,15071.23,0.54
2026-08-04,港股,9,-7,GLW,康宁,光学材料,146.64,6.0687,8.39,18.19,1263.14,1.46
2026-08-04,美股,1,0,00700,腾讯控股,互联网,487.6,-0.57,-2.8,120.89,44335.11,0.27
2026-08-04,美股,2,-1,01810,小米集团-W,消费电子,27.96,0.0,0.0,42.89,7225.45,0.72
2026-08-04,美股,3,0,09992,泡泡玛特,潮玩,160.2,0.19,0.3,13.43,2133.51,0.63
2026-08-04,美股,4,-3,09988,阿里巴巴-W,互联网,125.8,0.48,0.6,158.34,24124.06,0.65
2026-08-04,美股,5,0,01888,建滔积层板,覆铜板,31.12,3.73,1.12,42.87,980.73,4.37
2026-08-04,美股,6,-8,06166,剑桥科技,光模块,86.2,19.81,14.25,13.22,317.43,17.65
2026-08-04,美股,7,-1,00148,建滔集团,化工,42.04,1.94,0.8,14.45,471.6,3.09
2026-08-04,美股,8,-7,03308,中际旭创,光模块,1177.0,17.0,171.0,52.22,13767.78,8.37
2026-08-04,美股,9,-2,03986,兆易创新,半导体,459.8,8.29,35.2,26.76,3226.62,18.05
