日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-07-31,全球,1,0,SZ001309,德明利,半导体,385.9,-1.06,-4.14,173.55,875.4,25.61
2026-07-31,全球,2,0,SH688825,C长鑫,半导体,53.97,2.08,1.1,503.37,36095.61,19.49
2026-07-31,全球,3,0,SH603986,兆易创新,半导体,378.6,2.02,7.5,340.43,2656.81,12.82
2026-07-31,全球,4,1,07709,XL二南方海力士,半导体,42.52,67.67,17.16,213.77,351.22,63.58
2026-07-31,全球,5,-1,SZ300308,中际旭创,光模块,902.01,4.4,38.01,540.44,10551.12,5.13
2026-07-31,全球,6,0,SNDK,闪迪,半导体,1279.96,25.994,264.07,299.84,1895.49,16.48
2026-07-31,全球,7,0,SKHY,SK海力士,半导体,149.0,17.5172,22.21,75.6,10860.1,0.73
2026-07-31,全球,8,0,SH688146,中船特气,电子气体,266.0,-6.55,-18.64,85.77,1408.24,19.81
2026-07-31,全球,9,0,01810,小米集团-W,消费电子,28.78,-7.28,-2.26,118.75,7436.92,1.94
2026-07-31,沪深,1,0,SZ001309,德明利,半导体,385.9,-1.06,-4.14,173.55,875.4,25.61
2026-07-31,沪深,2,0,SH688825,C长鑫,半导体,53.97,2.08,1.1,503.37,36095.61,19.49
2026-07-31,沪深,3,0,SH603986,兆易创新,半导体,378.6,2.02,7.5,340.43,2656.81,12.82
2026-07-31,沪深,4,-1,SZ300308,中际旭创,光模块,902.01,4.4,38.01,540.44,10551.12,5.13
2026-07-31,沪深,5,0,SH688146,中船特气,电子气体,266.0,-6.55,-18.64,85.77,1408.24,19.81
2026-07-31,沪深,6,-1,SH688766,普冉股份,半导体,354.9,0.5,1.78,111.55,527.75,19.1
2026-07-31,沪深,7,0,SZ000636,风华高科,电子元件,49.35,-2.28,-1.15,135.82,570.99,22.1
2026-07-31,沪深,8,0,SH600036,招商银行,银行,39.62,-2.29,-0.93,58.98,9992.1,0.72
2026-07-31,沪深,9,0,SZ002384,东山精密,消费电子,171.48,5.98,9.68,214.68,3140.84,8.83
2026-07-31,港股,1,0,SNDK,闪迪,半导体,1279.96,25.994,264.07,299.84,1895.49,16.48
2026-07-31,港股,2,0,SKHY,SK海力士,半导体,149.0,17.5172,22.21,75.6,10860.1,0.73
2026-07-31,港股,3,1,MU,美光科技,半导体,874.66,18.3572,135.66,533.88,9878.35,5.58
2026-07-31,港股,4,0,AAPL,苹果,消费电子,333.43,-1.4075,-4.76,247.01,48710.67,0.51
2026-07-31,港股,5,-1,AMZN,亚马逊,互联网,235.5,3.9047,8.85,244.12,25393.97,0.94
2026-07-31,港股,6,-1,NVDA,英伟达,半导体,195.04,2.65,5.03,250.94,47199.68,0.53
2026-07-31,港股,7,-2,MSFT,微软,互联网,451.1,15.5067,60.56,494.32,33496.64,1.48
2026-07-31,港股,8,-5,TSM,台积电,半导体,403.31,7.6441,28.64,70.06,20917.57,0.34
2026-07-31,港股,9,-2,LITE,Lumentum控股,光通信,693.24,15.0892,90.89,38.44,539.34,7.23
2026-07-31,美股,1,1,07709,XL二南方海力士,半导体,42.52,67.67,17.16,213.77,351.22,63.58
2026-07-31,美股,2,0,01810,小米集团-W,消费电子,28.78,-7.28,-2.26,118.75,7436.92,1.94
2026-07-31,美股,3,0,02513,智谱,人工智能,987.5,14.56,125.5,125.13,4598.03,5.02
2026-07-31,美股,4,0,00148,建滔集团,化工,39.2,-2.2,-0.88,29.3,439.74,6.2
2026-07-31,美股,5,0,00700,腾讯控股,互联网,475.2,0.72,3.4,146.92,43207.64,0.34
2026-07-31,美股,6,0,09992,泡泡玛特,消费,162.6,-0.37,-0.6,17.14,2165.47,0.79
2026-07-31,美股,7,-3,09988,阿里巴巴-W,互联网,117.0,4.65,5.2,169.05,22436.53,0.75
2026-07-31,美股,8,-1,01888,建滔积层板,电子材料,29.42,0.96,0.28,65.8,927.16,6.52
2026-07-31,美股,9,-1,03986,兆易创新,半导体,459.0,7.19,30.8,67.68,3221.01,40.55
