日期,榜单,排名,排名变化,股票代码,股票名称,行业,当前价格,涨跌幅(%),涨跌额,成交额(亿),总市值(亿),换手率(%)
2026-09-16,全球,1,0,SZ300750,宁德时代,动力电池,305.48,-3.44,-10.88,239.8,14135.28,1.85
2026-09-16,全球,2,0,MU,美光科技,半导体,927.6,0.3864,3.57,192.47,10476.25,1.81
2026-09-16,全球,3,0,SH601579,会稽山,黄酒,28.33,10.02,2.58,6.79,135.83,5.24
2026-09-16,全球,4,0,SZ300207,欣旺达,动力电池,19.81,11.67,2.07,32.76,365.98,9.87
2026-09-16,全球,5,0,SH601919,中远海控,航运,16.38,2.5,0.4,15.51,2500.92,0.76
2026-09-16,全球,6,0,SH601872,招商轮船,航运,19.86,-3.12,-0.64,29.57,1603.6,1.83
2026-09-16,全球,7,0,SZ300308,中际旭创,光模块,907.8,5.07,43.79,214.71,10693.06,2.16
2026-09-16,全球,8,0,SH601127,赛力斯,新能源汽车,45.52,0.13,0.06,16.25,792.95,2.34
2026-09-16,全球,9,0,02513,智谱,人工智能,720.0,5.88,40.0,135.81,3352.49,7.79
2026-09-16,沪深,1,0,SZ300750,宁德时代,动力电池,305.48,-3.44,-10.88,239.8,14135.28,1.85
2026-09-16,沪深,2,0,SH601579,会稽山,黄酒,28.33,10.02,2.58,6.79,135.83,5.24
2026-09-16,沪深,3,0,SZ300207,欣旺达,动力电池,19.81,11.67,2.07,32.76,365.98,9.87
2026-09-16,沪深,4,0,SH601919,中远海控,航运,16.38,2.5,0.4,15.51,2500.92,0.76
2026-09-16,沪深,5,0,SH601872,招商轮船,航运,19.86,-3.12,-0.64,29.57,1603.6,1.83
2026-09-16,沪深,6,0,SZ300308,中际旭创,光模块,907.8,5.07,43.79,214.71,10693.06,2.16
2026-09-16,沪深,7,0,SH601127,赛力斯,新能源汽车,45.52,0.13,0.06,16.25,792.95,2.34
2026-09-16,沪深,8,0,SH600031,三一重工,工程机械,18.18,-6.72,-1.31,44.51,1671.65,2.93
2026-09-16,沪深,9,1,SZ000858,五粮液,白酒,69.26,-0.63,-0.44,10.66,2688.4,0.4
2026-09-16,港股,1,0,MU,美光科技,半导体,927.6,0.3864,3.57,192.47,10476.25,1.81
2026-09-16,港股,2,1,NVDA,英伟达,半导体,212.17,0.5736,1.21,186.96,51132.97,0.37
2026-09-16,港股,3,1,SKHY,SK海力士,半导体,174.83,-0.4555,-0.8,25.09,12742.76,0.19
2026-09-16,港股,4,6,INTC,英特尔,半导体,97.14,-0.0514,-0.05,83.41,5134.92,1.61
2026-09-16,港股,5,4,SNDK,闪迪,半导体,1530.895,-1.3592,-21.095,105.87,2241.52,4.69
2026-09-16,港股,6,40,LI,理想汽车,新能源汽车,11.76,-3.3689,-0.41,0.46,121.51,0.38
2026-09-16,港股,7,4,LITE,Lumentum控股,光模块,838.96,0.4706,3.93,24.46,752.55,3.23
2026-09-16,港股,8,-4,FRO,Frontline,航运,51.59,2.118,1.07,2.94,114.85,2.54
2026-09-16,港股,9,-4,SMMT,Summit Therapeutics,医药,17.4,-5.5375,-1.02,1.02,138.81,0.73
2026-09-16,美股,1,0,02513,智谱,人工智能,720.0,5.88,40.0,135.81,3352.49,7.79
2026-09-16,美股,2,-1,00700,腾讯控股,互联网,433.4,-1.23,-5.4,55.17,39418.1,0.14
2026-09-16,美股,3,1,01024,快手-W,互联网,29.66,-0.47,-0.14,9.51,1283.39,0.88
2026-09-16,美股,4,1,09926,康方生物,医药,90.4,-5.09,-4.85,11.49,832.71,1.37
2026-09-16,美股,5,0,01810,小米集团-W,消费电子,26.18,-1.21,-0.32,19.41,6743.8,0.35
2026-09-16,美股,6,0,09992,泡泡玛特,消费,152.6,0.26,0.4,6.05,2032.3,0.3
2026-09-16,美股,7,0,00100,MINIMAX-W,人工智能,238.0,1.45,3.4,36.24,831.18,5.54
2026-09-16,美股,8,46,02015,理想汽车-W,新能源汽车,46.48,0.78,0.36,4.96,960.2,0.62
2026-09-16,美股,9,-5,00883,中国海洋石油,石油,24.36,-0.49,-0.12,14.49,11578.3,0.13
